right_image,center_image,left_image,linear_velocity,angular_velocity
data/right_000038.jpg,data/center_000038.jpg,data/left_000038.jpg,0.1098767777691683,0.0
data/right_000039.jpg,data/center_000039.jpg,data/left_000039.jpg,0.1098767777691683,0.0
data/right_000040.jpg,data/center_000040.jpg,data/left_000040.jpg,0.1098767777691683,0.0
data/right_000041.jpg,data/center_000041.jpg,data/left_000041.jpg,0.1098767777691683,0.0
data/right_000042.jpg,data/center_000042.jpg,data/left_000042.jpg,0.1098767777691683,0.0
data/right_000043.jpg,data/center_000043.jpg,data/left_000043.jpg,0.1098767777691683,0.0
data/right_000044.jpg,data/center_000044.jpg,data/left_000044.jpg,0.1098767777691683,0.0
data/right_000045.jpg,data/center_000045.jpg,data/left_000045.jpg,0.1098767777691683,0.0
data/right_000046.jpg,data/center_000046.jpg,data/left_000046.jpg,0.1098767777691683,0.0
data/right_000047.jpg,data/center_000047.jpg,data/left_000047.jpg,0.1098767777691683,0.0
data/right_000048.jpg,data/center_000048.jpg,data/left_000048.jpg,0.1098767777691683,0.0
data/right_000049.jpg,data/center_000049.jpg,data/left_000049.jpg,0.1098767777691683,0.0
data/right_000050.jpg,data/center_000050.jpg,data/left_000050.jpg,0.1098767777691683,0.0
data/right_000051.jpg,data/center_000051.jpg,data/left_000051.jpg,0.1098767777691683,0.0
data/right_000052.jpg,data/center_000052.jpg,data/left_000052.jpg,0.1098767777691683,0.0
data/right_000053.jpg,data/center_000053.jpg,data/left_000053.jpg,0.1098767777691683,0.0
data/right_000054.jpg,data/center_000054.jpg,data/left_000054.jpg,0.1098767777691683,0.0
data/right_000055.jpg,data/center_000055.jpg,data/left_000055.jpg,0.1098767777691683,0.0
data/right_000056.jpg,data/center_000056.jpg,data/left_000056.jpg,0.1098767777691683,0.0
data/right_000057.jpg,data/center_000057.jpg,data/left_000057.jpg,0.1098767777691683,0.0
data/right_000058.jpg,data/center_000058.jpg,data/left_000058.jpg,0.1098767777691683,0.0
data/right_000059.jpg,data/center_000059.jpg,data/left_000059.jpg,0.1098767777691683,0.0
data/right_000060.jpg,data/center_000060.jpg,data/left_000060.jpg,0.1098767777691683,0.0
data/right_000061.jpg,data/center_000061.jpg,data/left_000061.jpg,0.1098767777691683,0.0
data/right_000062.jpg,data/center_000062.jpg,data/left_000062.jpg,0.1098767777691683,0.0
data/right_000063.jpg,data/center_000063.jpg,data/left_000063.jpg,0.1098767777691683,0.0
data/right_000064.jpg,data/center_000064.jpg,data/left_000064.jpg,0.1098767777691683,0.0
data/right_000065.jpg,data/center_000065.jpg,data/left_000065.jpg,0.1098767777691683,0.0
data/right_000066.jpg,data/center_000066.jpg,data/left_000066.jpg,0.1098767777691683,0.0
data/right_000067.jpg,data/center_000067.jpg,data/left_000067.jpg,0.1098767777691683,0.0
data/right_000068.jpg,data/center_000068.jpg,data/left_000068.jpg,0.1098767777691683,0.0
data/right_000069.jpg,data/center_000069.jpg,data/left_000069.jpg,0.1098767777691683,0.0
data/right_000070.jpg,data/center_000070.jpg,data/left_000070.jpg,0.1098767777691683,0.0
data/right_000071.jpg,data/center_000071.jpg,data/left_000071.jpg,0.1098767777691683,0.0
data/right_000072.jpg,data/center_000072.jpg,data/left_000072.jpg,0.1098767777691683,0.0
data/right_000073.jpg,data/center_000073.jpg,data/left_000073.jpg,0.1098767777691683,0.0
data/right_000074.jpg,data/center_000074.jpg,data/left_000074.jpg,0.1098767777691683,0.0
data/right_000075.jpg,data/center_000075.jpg,data/left_000075.jpg,0.1098767777691683,0.0
data/right_000076.jpg,data/center_000076.jpg,data/left_000076.jpg,0.1098767777691683,0.0
data/right_000077.jpg,data/center_000077.jpg,data/left_000077.jpg,0.1098767777691683,0.0
data/right_000078.jpg,data/center_000078.jpg,data/left_000078.jpg,0.1098767777691683,0.0
data/right_000079.jpg,data/center_000079.jpg,data/left_000079.jpg,0.1098767777691683,0.0
data/right_000080.jpg,data/center_000080.jpg,data/left_000080.jpg,0.1098767777691683,0.0
data/right_000081.jpg,data/center_000081.jpg,data/left_000081.jpg,0.1098767777691683,0.0
data/right_000082.jpg,data/center_000082.jpg,data/left_000082.jpg,0.1098767777691683,0.0
data/right_000083.jpg,data/center_000083.jpg,data/left_000083.jpg,0.1098767777691683,0.0
data/right_000084.jpg,data/center_000084.jpg,data/left_000084.jpg,0.1098767777691683,0.0
data/right_000085.jpg,data/center_000085.jpg,data/left_000085.jpg,0.1098767777691683,0.0
data/right_000086.jpg,data/center_000086.jpg,data/left_000086.jpg,0.1098767777691683,0.0
data/right_000087.jpg,data/center_000087.jpg,data/left_000087.jpg,0.1098767777691683,0.0
data/right_000088.jpg,data/center_000088.jpg,data/left_000088.jpg,0.1098767777691683,0.0
data/right_000089.jpg,data/center_000089.jpg,data/left_000089.jpg,0.1098767777691683,0.0
data/right_000090.jpg,data/center_000090.jpg,data/left_000090.jpg,0.1098767777691683,0.0
data/right_000091.jpg,data/center_000091.jpg,data/left_000091.jpg,0.1098767777691683,0.0
data/right_000092.jpg,data/center_000092.jpg,data/left_000092.jpg,0.1098767777691683,0.0
data/right_000093.jpg,data/center_000093.jpg,data/left_000093.jpg,0.1098767777691683,0.0
data/right_000094.jpg,data/center_000094.jpg,data/left_000094.jpg,0.1098767777691683,0.0
data/right_000095.jpg,data/center_000095.jpg,data/left_000095.jpg,0.1098767777691683,0.0
data/right_000096.jpg,data/center_000096.jpg,data/left_000096.jpg,0.1098767777691683,0.0
data/right_000097.jpg,data/center_000097.jpg,data/left_000097.jpg,0.1098767777691683,0.0
data/right_000098.jpg,data/center_000098.jpg,data/left_000098.jpg,0.1098767777691683,0.0
data/right_000099.jpg,data/center_000099.jpg,data/left_000099.jpg,0.1098767777691683,0.0
data/right_000100.jpg,data/center_000100.jpg,data/left_000100.jpg,0.1098767777691683,0.0
data/right_000101.jpg,data/center_000101.jpg,data/left_000101.jpg,0.1098767777691683,0.0
data/right_000102.jpg,data/center_000102.jpg,data/left_000102.jpg,0.1098767777691683,0.0
data/right_000103.jpg,data/center_000103.jpg,data/left_000103.jpg,0.1098767777691683,0.0
data/right_000104.jpg,data/center_000104.jpg,data/left_000104.jpg,0.1098767777691683,0.0
data/right_000105.jpg,data/center_000105.jpg,data/left_000105.jpg,0.1098767777691683,0.0
data/right_000106.jpg,data/center_000106.jpg,data/left_000106.jpg,0.1098767777691683,0.0
data/right_000107.jpg,data/center_000107.jpg,data/left_000107.jpg,0.1098767777691683,0.0
data/right_000108.jpg,data/center_000108.jpg,data/left_000108.jpg,0.1098767777691683,0.0
data/right_000109.jpg,data/center_000109.jpg,data/left_000109.jpg,0.1098767777691683,0.0
data/right_000110.jpg,data/center_000110.jpg,data/left_000110.jpg,0.1098767777691683,0.0
data/right_000111.jpg,data/center_000111.jpg,data/left_000111.jpg,0.1098767777691683,0.0
data/right_000112.jpg,data/center_000112.jpg,data/left_000112.jpg,0.1098767777691683,0.0
data/right_000113.jpg,data/center_000113.jpg,data/left_000113.jpg,0.1098767777691683,0.0
data/right_000114.jpg,data/center_000114.jpg,data/left_000114.jpg,0.1098767777691683,0.0
data/right_000115.jpg,data/center_000115.jpg,data/left_000115.jpg,0.1098767777691683,0.0
data/right_000116.jpg,data/center_000116.jpg,data/left_000116.jpg,0.1098767777691683,0.0
data/right_000117.jpg,data/center_000117.jpg,data/left_000117.jpg,0.1098767777691683,0.0
data/right_000118.jpg,data/center_000118.jpg,data/left_000118.jpg,0.1098767777691683,0.0
data/right_000119.jpg,data/center_000119.jpg,data/left_000119.jpg,0.1098767777691683,0.0
data/right_000120.jpg,data/center_000120.jpg,data/left_000120.jpg,0.1098767777691683,0.0
data/right_000121.jpg,data/center_000121.jpg,data/left_000121.jpg,0.1098767777691683,0.0
data/right_000122.jpg,data/center_000122.jpg,data/left_000122.jpg,0.1098767777691683,0.0
data/right_000123.jpg,data/center_000123.jpg,data/left_000123.jpg,0.1098767777691683,0.0
data/right_000124.jpg,data/center_000124.jpg,data/left_000124.jpg,0.1098767777691683,0.0
data/right_000125.jpg,data/center_000125.jpg,data/left_000125.jpg,0.1098767777691683,0.0
data/right_000126.jpg,data/center_000126.jpg,data/left_000126.jpg,0.1098767777691683,0.0
data/right_000127.jpg,data/center_000127.jpg,data/left_000127.jpg,0.1098767777691683,0.0
data/right_000128.jpg,data/center_000128.jpg,data/left_000128.jpg,0.1098767777691683,0.0
data/right_000129.jpg,data/center_000129.jpg,data/left_000129.jpg,0.1098767777691683,0.0
data/right_000130.jpg,data/center_000130.jpg,data/left_000130.jpg,0.1098767777691683,0.0
data/right_000131.jpg,data/center_000131.jpg,data/left_000131.jpg,0.1098767777691683,0.0
data/right_000132.jpg,data/center_000132.jpg,data/left_000132.jpg,0.1098767777691683,0.0
data/right_000133.jpg,data/center_000133.jpg,data/left_000133.jpg,0.1098767777691683,0.0
data/right_000134.jpg,data/center_000134.jpg,data/left_000134.jpg,0.1098767777691683,0.0
data/right_000135.jpg,data/center_000135.jpg,data/left_000135.jpg,0.1098767777691683,0.0
data/right_000136.jpg,data/center_000136.jpg,data/left_000136.jpg,0.1098767777691683,0.0
data/right_000137.jpg,data/center_000137.jpg,data/left_000137.jpg,0.1098767777691683,0.0
data/right_000138.jpg,data/center_000138.jpg,data/left_000138.jpg,0.1098767777691683,0.0
data/right_000139.jpg,data/center_000139.jpg,data/left_000139.jpg,0.1098767777691683,0.0
data/right_000140.jpg,data/center_000140.jpg,data/left_000140.jpg,0.1098767777691683,0.0
data/right_000141.jpg,data/center_000141.jpg,data/left_000141.jpg,0.1098767777691683,0.0
data/right_000142.jpg,data/center_000142.jpg,data/left_000142.jpg,0.1098767777691683,0.0
data/right_000143.jpg,data/center_000143.jpg,data/left_000143.jpg,0.1098767777691683,0.0
data/right_000144.jpg,data/center_000144.jpg,data/left_000144.jpg,0.1098767777691683,0.0
data/right_000145.jpg,data/center_000145.jpg,data/left_000145.jpg,0.1098767777691683,0.0
data/right_000146.jpg,data/center_000146.jpg,data/left_000146.jpg,0.1098767777691683,0.0
data/right_000147.jpg,data/center_000147.jpg,data/left_000147.jpg,0.1098767777691683,0.0
data/right_000148.jpg,data/center_000148.jpg,data/left_000148.jpg,0.1098767777691683,0.0
data/right_000149.jpg,data/center_000149.jpg,data/left_000149.jpg,0.1098767777691683,0.0
data/right_000150.jpg,data/center_000150.jpg,data/left_000150.jpg,0.1098767777691683,0.0
data/right_000151.jpg,data/center_000151.jpg,data/left_000151.jpg,0.1098767777691683,0.0
data/right_000152.jpg,data/center_000152.jpg,data/left_000152.jpg,0.1098767777691683,0.0
data/right_000153.jpg,data/center_000153.jpg,data/left_000153.jpg,0.1098767777691683,0.0
data/right_000154.jpg,data/center_000154.jpg,data/left_000154.jpg,0.1098767777691683,0.0
data/right_000155.jpg,data/center_000155.jpg,data/left_000155.jpg,0.1098767777691683,0.0
data/right_000156.jpg,data/center_000156.jpg,data/left_000156.jpg,0.1098767777691683,0.0
data/right_000157.jpg,data/center_000157.jpg,data/left_000157.jpg,0.1098767777691683,0.0
data/right_000158.jpg,data/center_000158.jpg,data/left_000158.jpg,0.1098767777691683,0.0
data/right_000159.jpg,data/center_000159.jpg,data/left_000159.jpg,0.1098767777691683,0.0
data/right_000160.jpg,data/center_000160.jpg,data/left_000160.jpg,0.1098767777691683,0.0
data/right_000161.jpg,data/center_000161.jpg,data/left_000161.jpg,0.1098767777691683,0.0
data/right_000162.jpg,data/center_000162.jpg,data/left_000162.jpg,0.1098767777691683,0.0
data/right_000163.jpg,data/center_000163.jpg,data/left_000163.jpg,0.1098767777691683,0.0
data/right_000164.jpg,data/center_000164.jpg,data/left_000164.jpg,0.1098767777691683,0.0
data/right_000165.jpg,data/center_000165.jpg,data/left_000165.jpg,0.1098767777691683,0.0
data/right_000166.jpg,data/center_000166.jpg,data/left_000166.jpg,0.1098767777691683,0.0
data/right_000167.jpg,data/center_000167.jpg,data/left_000167.jpg,0.1098767777691683,0.0
data/right_000168.jpg,data/center_000168.jpg,data/left_000168.jpg,0.1098767777691683,0.0
data/right_000169.jpg,data/center_000169.jpg,data/left_000169.jpg,0.1098767777691683,0.0
data/right_000170.jpg,data/center_000170.jpg,data/left_000170.jpg,0.1098767777691683,0.0
data/right_000171.jpg,data/center_000171.jpg,data/left_000171.jpg,0.1098767777691683,0.0
data/right_000172.jpg,data/center_000172.jpg,data/left_000172.jpg,0.1098767777691683,0.0
data/right_000173.jpg,data/center_000173.jpg,data/left_000173.jpg,0.1098767777691683,0.0
data/right_000174.jpg,data/center_000174.jpg,data/left_000174.jpg,0.1098767777691683,0.0
data/right_000175.jpg,data/center_000175.jpg,data/left_000175.jpg,0.1098767777691683,0.0
data/right_000176.jpg,data/center_000176.jpg,data/left_000176.jpg,0.1098767777691683,0.0
data/right_000177.jpg,data/center_000177.jpg,data/left_000177.jpg,0.1098767777691683,0.0
data/right_000178.jpg,data/center_000178.jpg,data/left_000178.jpg,0.1098767777691683,0.0
data/right_000179.jpg,data/center_000179.jpg,data/left_000179.jpg,0.1098767777691683,0.0
data/right_000180.jpg,data/center_000180.jpg,data/left_000180.jpg,0.1098767777691683,0.0
data/right_000181.jpg,data/center_000181.jpg,data/left_000181.jpg,0.1098767777691683,0.0
data/right_000182.jpg,data/center_000182.jpg,data/left_000182.jpg,0.1098767777691683,0.0
data/right_000183.jpg,data/center_000183.jpg,data/left_000183.jpg,0.1098767777691683,0.0
data/right_000184.jpg,data/center_000184.jpg,data/left_000184.jpg,0.1098767777691683,0.0
data/right_000185.jpg,data/center_000185.jpg,data/left_000185.jpg,0.1098767777691683,0.0
data/right_000186.jpg,data/center_000186.jpg,data/left_000186.jpg,0.1098767777691683,0.0
data/right_000187.jpg,data/center_000187.jpg,data/left_000187.jpg,0.1098767777691683,0.0
data/right_000188.jpg,data/center_000188.jpg,data/left_000188.jpg,0.1098767777691683,0.0
data/right_000189.jpg,data/center_000189.jpg,data/left_000189.jpg,0.1098767777691683,0.0
data/right_000190.jpg,data/center_000190.jpg,data/left_000190.jpg,0.1098767777691683,0.0
data/right_000191.jpg,data/center_000191.jpg,data/left_000191.jpg,0.1098767777691683,0.0
data/right_000192.jpg,data/center_000192.jpg,data/left_000192.jpg,0.1098767777691683,0.0
data/right_000193.jpg,data/center_000193.jpg,data/left_000193.jpg,0.1098767777691683,0.0
data/right_000194.jpg,data/center_000194.jpg,data/left_000194.jpg,0.1098767777691683,0.0
data/right_000195.jpg,data/center_000195.jpg,data/left_000195.jpg,0.1098767777691683,0.0
data/right_000196.jpg,data/center_000196.jpg,data/left_000196.jpg,0.1098767777691683,0.0
data/right_000197.jpg,data/center_000197.jpg,data/left_000197.jpg,0.1098767777691683,0.0
data/right_000198.jpg,data/center_000198.jpg,data/left_000198.jpg,0.1098767777691683,0.0
data/right_000199.jpg,data/center_000199.jpg,data/left_000199.jpg,0.1098767777691683,0.0
data/right_000200.jpg,data/center_000200.jpg,data/left_000200.jpg,0.1098767777691683,0.0
data/right_000201.jpg,data/center_000201.jpg,data/left_000201.jpg,0.1098767777691683,0.0
data/right_000202.jpg,data/center_000202.jpg,data/left_000202.jpg,0.1098767777691683,0.0
data/right_000203.jpg,data/center_000203.jpg,data/left_000203.jpg,0.1098767777691683,0.0
data/right_000204.jpg,data/center_000204.jpg,data/left_000204.jpg,0.1098767777691683,0.0
data/right_000205.jpg,data/center_000205.jpg,data/left_000205.jpg,0.1098767777691683,0.0
data/right_000206.jpg,data/center_000206.jpg,data/left_000206.jpg,0.1098767777691683,0.0
data/right_000207.jpg,data/center_000207.jpg,data/left_000207.jpg,0.1098767777691683,0.0
data/right_000208.jpg,data/center_000208.jpg,data/left_000208.jpg,0.1098767777691683,0.0
data/right_000209.jpg,data/center_000209.jpg,data/left_000209.jpg,0.1098767777691683,0.0
data/right_000210.jpg,data/center_000210.jpg,data/left_000210.jpg,0.1098767777691683,0.0
data/right_000211.jpg,data/center_000211.jpg,data/left_000211.jpg,0.1098767777691683,0.024288092833394403
data/right_000212.jpg,data/center_000212.jpg,data/left_000212.jpg,0.1098767777691683,0.024288092833394403
data/right_000213.jpg,data/center_000213.jpg,data/left_000213.jpg,0.1098767777691683,0.024288092833394403
data/right_000214.jpg,data/center_000214.jpg,data/left_000214.jpg,0.1098767777691683,0.024288092833394403
data/right_000215.jpg,data/center_000215.jpg,data/left_000215.jpg,0.1098767777691683,0.024288092833394403
data/right_000216.jpg,data/center_000216.jpg,data/left_000216.jpg,0.1098767777691683,0.024288092833394403
data/right_000217.jpg,data/center_000217.jpg,data/left_000217.jpg,0.1098767777691683,0.024288092833394403
data/right_000218.jpg,data/center_000218.jpg,data/left_000218.jpg,0.1098767777691683,0.024288092833394403
data/right_000219.jpg,data/center_000219.jpg,data/left_000219.jpg,0.1098767777691683,0.024288092833394403
data/right_000220.jpg,data/center_000220.jpg,data/left_000220.jpg,0.1098767777691683,0.024288092833394403
data/right_000221.jpg,data/center_000221.jpg,data/left_000221.jpg,0.1098767777691683,0.024288092833394403
data/right_000222.jpg,data/center_000222.jpg,data/left_000222.jpg,0.1098767777691683,0.024288092833394403
data/right_000223.jpg,data/center_000223.jpg,data/left_000223.jpg,0.1098767777691683,0.024288092833394403
data/right_000224.jpg,data/center_000224.jpg,data/left_000224.jpg,0.1098767777691683,0.024288092833394403
data/right_000225.jpg,data/center_000225.jpg,data/left_000225.jpg,0.1098767777691683,0.024288092833394403
data/right_000226.jpg,data/center_000226.jpg,data/left_000226.jpg,0.1098767777691683,0.024288092833394403
data/right_000227.jpg,data/center_000227.jpg,data/left_000227.jpg,0.1098767777691683,0.024288092833394403
data/right_000228.jpg,data/center_000228.jpg,data/left_000228.jpg,0.1098767777691683,0.024288092833394403
data/right_000229.jpg,data/center_000229.jpg,data/left_000229.jpg,0.1098767777691683,0.024288092833394403
data/right_000230.jpg,data/center_000230.jpg,data/left_000230.jpg,0.1098767777691683,0.0
data/right_000231.jpg,data/center_000231.jpg,data/left_000231.jpg,0.1098767777691683,0.0
data/right_000232.jpg,data/center_000232.jpg,data/left_000232.jpg,0.1098767777691683,0.0
data/right_000233.jpg,data/center_000233.jpg,data/left_000233.jpg,0.1098767777691683,0.0
data/right_000234.jpg,data/center_000234.jpg,data/left_000234.jpg,0.1098767777691683,0.0
data/right_000235.jpg,data/center_000235.jpg,data/left_000235.jpg,0.1098767777691683,0.0
data/right_000236.jpg,data/center_000236.jpg,data/left_000236.jpg,0.1098767777691683,0.0
data/right_000237.jpg,data/center_000237.jpg,data/left_000237.jpg,0.1098767777691683,0.0
data/right_000238.jpg,data/center_000238.jpg,data/left_000238.jpg,0.1098767777691683,0.0
data/right_000239.jpg,data/center_000239.jpg,data/left_000239.jpg,0.1098767777691683,0.0
data/right_000240.jpg,data/center_000240.jpg,data/left_000240.jpg,0.1098767777691683,0.0
data/right_000241.jpg,data/center_000241.jpg,data/left_000241.jpg,0.1098767777691683,0.0
data/right_000242.jpg,data/center_000242.jpg,data/left_000242.jpg,0.1098767777691683,0.0
data/right_000243.jpg,data/center_000243.jpg,data/left_000243.jpg,0.1098767777691683,0.0
data/right_000244.jpg,data/center_000244.jpg,data/left_000244.jpg,0.1098767777691683,0.0
data/right_000245.jpg,data/center_000245.jpg,data/left_000245.jpg,0.1098767777691683,0.0
data/right_000246.jpg,data/center_000246.jpg,data/left_000246.jpg,0.1098767777691683,0.0
data/right_000247.jpg,data/center_000247.jpg,data/left_000247.jpg,0.1098767777691683,0.0
data/right_000248.jpg,data/center_000248.jpg,data/left_000248.jpg,0.1098767777691683,0.0
data/right_000249.jpg,data/center_000249.jpg,data/left_000249.jpg,0.1098767777691683,0.0
data/right_000250.jpg,data/center_000250.jpg,data/left_000250.jpg,0.1098767777691683,0.0
data/right_000251.jpg,data/center_000251.jpg,data/left_000251.jpg,0.1098767777691683,0.0
data/right_000252.jpg,data/center_000252.jpg,data/left_000252.jpg,0.1098767777691683,0.0
data/right_000253.jpg,data/center_000253.jpg,data/left_000253.jpg,0.1098767777691683,0.0
data/right_000254.jpg,data/center_000254.jpg,data/left_000254.jpg,0.1098767777691683,0.0
data/right_000255.jpg,data/center_000255.jpg,data/left_000255.jpg,0.1098767777691683,0.0
data/right_000256.jpg,data/center_000256.jpg,data/left_000256.jpg,0.1098767777691683,0.0
data/right_000257.jpg,data/center_000257.jpg,data/left_000257.jpg,0.1098767777691683,0.0
data/right_000258.jpg,data/center_000258.jpg,data/left_000258.jpg,0.1098767777691683,0.0
data/right_000259.jpg,data/center_000259.jpg,data/left_000259.jpg,0.1098767777691683,0.0
data/right_000260.jpg,data/center_000260.jpg,data/left_000260.jpg,0.1098767777691683,0.0
data/right_000261.jpg,data/center_000261.jpg,data/left_000261.jpg,0.1098767777691683,0.0
data/right_000262.jpg,data/center_000262.jpg,data/left_000262.jpg,0.1098767777691683,0.0
data/right_000263.jpg,data/center_000263.jpg,data/left_000263.jpg,0.1098767777691683,0.0
data/right_000264.jpg,data/center_000264.jpg,data/left_000264.jpg,0.1098767777691683,0.0
data/right_000265.jpg,data/center_000265.jpg,data/left_000265.jpg,0.1098767777691683,0.0
data/right_000266.jpg,data/center_000266.jpg,data/left_000266.jpg,0.1098767777691683,0.0
data/right_000267.jpg,data/center_000267.jpg,data/left_000267.jpg,0.1098767777691683,0.0
data/right_000268.jpg,data/center_000268.jpg,data/left_000268.jpg,0.1098767777691683,0.0
data/right_000269.jpg,data/center_000269.jpg,data/left_000269.jpg,0.1098767777691683,0.0
data/right_000270.jpg,data/center_000270.jpg,data/left_000270.jpg,0.1098767777691683,0.0
data/right_000271.jpg,data/center_000271.jpg,data/left_000271.jpg,0.1098767777691683,0.0
data/right_000272.jpg,data/center_000272.jpg,data/left_000272.jpg,0.1098767777691683,0.0
data/right_000273.jpg,data/center_000273.jpg,data/left_000273.jpg,0.1098767777691683,0.0
data/right_000274.jpg,data/center_000274.jpg,data/left_000274.jpg,0.1098767777691683,0.0
data/right_000275.jpg,data/center_000275.jpg,data/left_000275.jpg,0.1098767777691683,0.0
data/right_000276.jpg,data/center_000276.jpg,data/left_000276.jpg,0.1098767777691683,0.0
data/right_000277.jpg,data/center_000277.jpg,data/left_000277.jpg,0.1098767777691683,0.0
data/right_000278.jpg,data/center_000278.jpg,data/left_000278.jpg,0.1098767777691683,0.0
data/right_000279.jpg,data/center_000279.jpg,data/left_000279.jpg,0.1098767777691683,0.0
data/right_000280.jpg,data/center_000280.jpg,data/left_000280.jpg,0.1098767777691683,0.0
data/right_000281.jpg,data/center_000281.jpg,data/left_000281.jpg,0.1098767777691683,0.0
data/right_000282.jpg,data/center_000282.jpg,data/left_000282.jpg,0.1098767777691683,0.0
data/right_000283.jpg,data/center_000283.jpg,data/left_000283.jpg,0.1098767777691683,0.0
data/right_000284.jpg,data/center_000284.jpg,data/left_000284.jpg,0.1098767777691683,0.0
data/right_000285.jpg,data/center_000285.jpg,data/left_000285.jpg,0.1098767777691683,0.0
data/right_000286.jpg,data/center_000286.jpg,data/left_000286.jpg,0.1098767777691683,0.0
data/right_000287.jpg,data/center_000287.jpg,data/left_000287.jpg,0.1098767777691683,0.0
data/right_000288.jpg,data/center_000288.jpg,data/left_000288.jpg,0.1098767777691683,0.0
data/right_000289.jpg,data/center_000289.jpg,data/left_000289.jpg,0.1098767777691683,0.0
data/right_000290.jpg,data/center_000290.jpg,data/left_000290.jpg,0.1098767777691683,0.0
data/right_000291.jpg,data/center_000291.jpg,data/left_000291.jpg,0.1098767777691683,0.0
data/right_000292.jpg,data/center_000292.jpg,data/left_000292.jpg,0.1098767777691683,0.0
data/right_000293.jpg,data/center_000293.jpg,data/left_000293.jpg,0.1098767777691683,0.0
data/right_000294.jpg,data/center_000294.jpg,data/left_000294.jpg,0.1098767777691683,0.0
data/right_000295.jpg,data/center_000295.jpg,data/left_000295.jpg,0.1098767777691683,0.0
data/right_000296.jpg,data/center_000296.jpg,data/left_000296.jpg,0.1098767777691683,0.0
data/right_000297.jpg,data/center_000297.jpg,data/left_000297.jpg,0.1098767777691683,0.0
data/right_000298.jpg,data/center_000298.jpg,data/left_000298.jpg,0.1098767777691683,0.0
data/right_000299.jpg,data/center_000299.jpg,data/left_000299.jpg,0.1098767777691683,0.0
data/right_000300.jpg,data/center_000300.jpg,data/left_000300.jpg,0.1098767777691683,0.0
data/right_000301.jpg,data/center_000301.jpg,data/left_000301.jpg,0.1098767777691683,0.0
data/right_000302.jpg,data/center_000302.jpg,data/left_000302.jpg,0.1098767777691683,0.0
data/right_000303.jpg,data/center_000303.jpg,data/left_000303.jpg,0.1098767777691683,0.0
data/right_000304.jpg,data/center_000304.jpg,data/left_000304.jpg,0.1098767777691683,0.0
